name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_KdTreeFLANN_Build_Tree/100000/1/iterations:10",10,31.9094,31.8832,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/1000000/1/iterations:10",10,407.562,407.119,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/100000/2/iterations:10",10,24.3119,24.297,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/1000000/2/iterations:10",10,361.426,361.053,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/100000/4/iterations:10",10,21.4082,21.3959,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/1000000/4/iterations:10",10,317.584,317.248,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/100000/8/iterations:10",10,19.177,19.1646,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/1000000/8/iterations:10",10,293.714,293.396,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/100000/16/iterations:10",10,17.3575,17.3475,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/1000000/16/iterations:10",10,267.415,267.101,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/100000/32/iterations:10",10,16.0488,16.0381,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/1000000/32/iterations:10",10,257.998,257.689,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/100000/64/iterations:10",10,14.8391,14.8299,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/1000000/64/iterations:10",10,236.789,236.519,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/100000/128/iterations:10",10,13.8212,13.8133,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/1000000/128/iterations:10",10,230.697,230.432,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/100000/256/iterations:10",10,12.814,12.8063,ms,,,,,
"BM_KdTreeFLANN_Build_Tree/1000000/256/iterations:10",10,217.104,216.847,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/100000/1/iterations:10",10,48.9522,48.9167,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/1000000/1/iterations:10",10,669.502,668.841,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/100000/2/iterations:10",10,44.1641,44.1271,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/1000000/2/iterations:10",10,594.458,593.817,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/100000/4/iterations:10",10,38.4001,38.3771,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/1000000/4/iterations:10",10,523.107,522.628,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/100000/8/iterations:10",10,34.0806,34.0637,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/1000000/8/iterations:10",10,477.2,476.724,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/100000/16/iterations:10",10,30.7488,30.7326,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/1000000/16/iterations:10",10,435.64,435.232,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/100000/32/iterations:10",10,27.9295,27.9146,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/1000000/32/iterations:10",10,400.605,400.254,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/100000/64/iterations:10",10,28.5343,28.4855,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/1000000/64/iterations:10",10,371.889,371.49,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/100000/128/iterations:10",10,23.3631,23.346,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/1000000/128/iterations:10",10,349.703,349.318,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/100000/256/iterations:10",10,21.267,21.2528,ms,,,,,
"BM_KdTreeNanoflann_Build_Tree/1000000/256/iterations:10",10,331.437,331.039,ms,,,,,
